Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer
Mahindra XUV500 W8,10,44000,Diesel,Manual,First,16,2179,140,7,7.25,Mahindra
Maruti Ertiga VDI,9,53817,Diesel,Manual,First,25.47,1248,88.5,7,7.56,Maruti
Mahindra XUV500 W8,10,61591,Diesel,Manual,First,16,2179,140,7,6.82,Mahindra
Tata Manza Aura,12,86500,Diesel,Manual,Second,21.12,1248,88.8,5,1.8,Tata
Mercedes-Benz E-Class 280,14,100000,Diesel,Automatic,First,11,2987,198.5,5,11.5,Mercedes-Benz
Maruti SX4 Zxi,13,87000,Petrol,Manual,First,15.6,1586,104.68,5,2.8,Maruti
Maruti Wagon R,7,35000,Petrol,Automatic,First,20.51,998,67,5,5.5,Maruti
Datsun GO NXT,7,6000,Petrol,Manual,First,20.63,1198,67.06,5,2.7,Datsun
Ford Figo Diesel,9,59327,Diesel,Manual,First,20,1399,68,5,3.25,Ford
Skoda Superb Elegance,9,81001,Diesel,Automatic,First,17.2,1968,138.1,5,10.9,Skoda
Hyundai i20 1.2,9,44612,Petrol,Manual,First,18.5,1197,80,5,4.07,Hyundai
Toyota Innova Crysta,7,42388,Diesel,Automatic,First,11.36,2755,171.5,7,18,Toyota
Honda Brio V,11,54000,Petrol,Manual,First,19.4,1198,86.8,5,2.95,Honda
Skoda Superb Elegance,12,83010,Diesel,Automatic,First,17.2,1968,138.1,5,7.5,Skoda
Mercedes-Benz E-Class 2015-2017,7,65405,Diesel,Automatic,First,13,2143,204,5,32.73,Mercedes-Benz
Toyota Fortuner 4x2,8,36000,Diesel,Automatic,Second,12.55,2982,168.7,7,21.5,Toyota
Maruti SX4 ZXI,15,85000,Petrol,Manual,First,16.51,1586,103.2,5,2.5,Maruti
Honda Jazz 1.5,7,35000,Diesel,Manual,First,27.3,1498,98.6,5,5.5,Honda
Toyota Corolla Altis,11,54000,Petrol,Automatic,First,14.53,1794,138.1,5,7.5,Toyota
Honda City ZX,16,70000,Petrol,Manual,First,16.9,1497,100,5,1.55,Honda
BMW X1 xDrive,6,27001,Diesel,Automatic,First,20.68,1995,190,5,29,BMW
Maruti Swift DDiS,4,41075,Diesel,Manual,First,28.4,1248,74,5,8.4,Maruti
Mahindra KUV 100,7,26000,Diesel,Manual,First,25.32,1198,77,6,6.5,Mahindra
Honda Jazz Mode,13,55000,Petrol,Manual,First,16,1198,90,5,2.35,Honda
Maruti Swift ZXI,7,19000,Petrol,Manual,First,20.4,1197,81.8,5,5.55,Maruti
Hyundai Grand i10,7,15000,Petrol,Automatic,First,18.9,1197,82,5,5.35,Hyundai
Honda Amaze SX,7,37000,Petrol,Manual,First,17.8,1198,86.7,5,5.25,Honda
Hyundai Grand i10,6,38712,Petrol,Manual,First,18.9,1197,81.86,5,5.87,Hyundai
Volkswagen Vento Diesel,9,52400,Diesel,Manual,First,20.54,1598,103.6,5,5.36,Volkswagen
Maruti Ciaz 1.3,7,23988,Diesel,Manual,First,28.09,1248,88.5,5,7.75,Maruti
Volkswagen Vento Petrol,9,32283,Petrol,Automatic,Second,14.4,1598,103.6,5,5.41,Volkswagen
Hyundai i20 1.2,13,52000,Petrol,Manual,First,18.5,1197,80,5,3.65,Hyundai
Honda Brio VX,7,32000,Petrol,Automatic,First,16.5,1198,86.8,5,5.25,Honda
Honda City i,9,39000,Petrol,Manual,First,17.4,1497,117.3,5,6.25,Honda
Tata Nano XT,6,14149,Petrol,Manual,First,23.9,624,37.48,4,3.47,Tata
Mercedes-Benz S Class,17,103000,Petrol,Automatic,First,10.13,3498,364.9,5,8.85,Mercedes-Benz
Maruti Wagon R,19,82000,Petrol,Manual,First,14,1061,64,5,0.85,Maruti
Skoda Superb Elegance,8,34000,Petrol,Automatic,First,13.7,1798,157.75,5,13.65,Skoda
Audi Q7 35,7,45180,Diesel,Automatic,First,12.07,2967,241.4,7,50.22,Audi
Maruti Swift ZXI,5,2000,Petrol,Manual,First,22,1197,81.8,5,7.75,Maruti
Toyota Innova 2.5,12,82321,Diesel,Manual,First,12.8,2494,102,7,10.05,Toyota
BMW 3 Series,12,7000,Petrol,Automatic,First,12.05,1995,154,5,9.75,BMW
Mercedes-Benz GLA Class,8,27000,Diesel,Automatic,First,17.9,2143,136,5,23,Mercedes-Benz
Toyota Innova Crysta,4,31271,Diesel,Manual,First,13.68,2393,147.8,8,21.42,Toyota
Maruti Esteem LX,20,55000,Petrol,Manual,Third,15.9,1298,113.2530497,5,0.7,Maruti
Maruti Swift VDI,9,24000,Diesel,Manual,First,25.2,1248,74,5,5.21,Maruti
Toyota Innova 2.5,14,147000,Diesel,Manual,First,12.99,2494,100.6,7,7.5,Toyota
Toyota Etios Liva,11,72351,Diesel,Manual,First,23.59,1364,113.2530497,5,2.65,Toyota
Chevrolet Beat LT,13,115000,Petrol,Manual,First,18.6,1199,79.4,5,1.75,Chevrolet
Ford Ikon 1.4,13,82000,Diesel,Manual,Second,13.8,1399,68,5,1,Ford
Mercedes-Benz New C-Class,7,20000,Diesel,Automatic,First,19.27,2143,170,5,33,Mercedes-Benz
Toyota Etios G,12,45560,Petrol,Manual,First,17.6,1496,88.73,5,2.2,Toyota
Toyota Innova 2.5,6,57539,Diesel,Manual,First,12.8,2494,102,7,12.83,Toyota
BMW 6 Series,5,20004,Diesel,Automatic,First,17.54,2993,313,4,68.94,BMW
Skoda Rapid 1.5,11,54500,Diesel,Manual,First,21.13,1498,108.4,5,4.1,Skoda
Hyundai EON Magna,7,27886,Petrol,Manual,First,22,814,55,5,2.85,Hyundai
Honda CR-V 2.4L,16,66000,Petrol,Automatic,First,11.1,2354,158.8,5,3.7,Honda
Skoda Laura Elegance,10,72202,Diesel,Automatic,First,20,1968,138.1,5,9.06,Skoda
Skoda Laura RS,12,70000,Petrol,Manual,Second,13.4,1798,157.8,5,4.75,Skoda
Honda City i,8,78233,Diesel,Manual,First,26,1498,98.6,5,6.6,Honda
Tata New Safari,16,120203,Diesel,Manual,Second,13.93,2179,138,7,3.5,Tata
Maruti Zen Estilo,12,20575,Petrol,Manual,First,19,998,67.1,5,2,Maruti
Honda Amaze S,10,39879,Petrol,Manual,First,17.8,1198,86.7,5,3.89,Honda
Renault KWID 1.0,6,31056,Petrol,Manual,First,23.01,999,67,5,3.6,Renault
Maruti Ciaz AT,8,50940,Petrol,Automatic,First,19.12,1373,91.1,5,6.95,Maruti
Hyundai i20 Asta,7,99362,Diesel,Manual,First,22.54,1396,88.73,5,7.03,Hyundai
Toyota Innova Crysta,7,54000,Diesel,Manual,First,13.68,2393,147.8,7,16.5,Toyota
Maruti Ciaz ZDi,7,54268,Diesel,Manual,First,28.09,1248,88.5,5,7.67,Maruti
Jaguar XF Diesel,11,94521,Diesel,Automatic,First,14.74,2993,270.9,5,23.19,Jaguar
Hyundai Xcent 1.2,6,38932,Petrol,Manual,First,19.1,1197,82,5,6.21,Hyundai
Porsche Cayenne Diesel,8,60395,Diesel,Automatic,First,16.12,2967,245,5,45.82,Porsche
Hyundai Xcent 1.1,7,29000,Diesel,Manual,First,24.4,1120,71,5,5.95,Hyundai
Audi A4 2.0,12,58000,Diesel,Automatic,First,16.55,1968,140,5,11,Audi
Maruti Ciaz RS,7,60913,Petrol,Manual,First,20.73,1373,91.1,5,7.19,Maruti
Toyota Innova 2.5,12,65000,Diesel,Manual,First,12.8,2494,102,8,6.4,Toyota
Mercedes-Benz New C-Class,8,26000,Diesel,Manual,First,15.8,2148,170,5,26,Mercedes-Benz
Hyundai i10 Sportz,7,19947,Petrol,Manual,First,20.36,1197,78.9,5,4.5,Hyundai
Hyundai i10 Sportz,12,70816,Petrol,Automatic,First,16.95,1197,78.9,5,3.1,Hyundai
Maruti Baleno Zeta,8,54000,Diesel,Manual,First,27.39,1248,74,5,5.95,Maruti
Maruti Zen Estilo,15,138000,Petrol,Manual,First,18.2,1061,64,5,1.2,Maruti
BMW 7 Series,9,35000,Diesel,Automatic,First,16.46,2993,258,5,52,BMW
Audi Q7 4.2,8,50000,Diesel,Automatic,First,11.33,4134,335.2,7,48,Audi
BMW X5 xDrive,12,124652,Diesel,Automatic,First,11.7,2993,245,5,21.99,BMW
Maruti Ritz LXI,10,80264,Petrol,Manual,First,21.1,1197,85.8,5,4.3,Maruti
Nissan Sunny 2011-2014,10,125600,Diesel,Manual,First,21.64,1461,84.8,5,3.75,Nissan
Toyota Corolla Altis,8,49000,Petrol,Manual,First,14.28,1798,138.03,5,8.95,Toyota
Toyota Etios VXD,11,111000,Diesel,Manual,First,23.59,1364,67.1,5,4.75,Toyota
Toyota Corolla Altis,7,33690,Petrol,Manual,First,14.28,1798,138.03,5,14.6,Toyota
Audi A6 2011-2015,11,50000,Diesel,Automatic,First,17.68,1968,174.33,5,17.5,Audi
Maruti Ertiga ZDI,11,38092,Diesel,Manual,First,20.77,1248,88.8,7,5.2,Maruti
Hyundai Grand i10,6,47774,Petrol,Manual,First,18.9,1197,82,5,6.04,Hyundai
Tata Indigo CS,14,167000,Diesel,Manual,Second,19.09,1396,69,5,2.7,Tata
Maruti Swift Dzire,4,65000,Diesel,Automatic,First,26.59,1248,74,5,6.75,Maruti
Volkswagen Polo Petrol,12,46000,Petrol,Manual,First,15.26,1598,103.5,5,2.35,Volkswagen
Tata Tiago 1.2,6,16500,Petrol,Manual,First,23.84,1199,84,5,5,Tata
Honda City i,7,39000,Petrol,Manual,First,17.8,1497,117.3,5,6.95,Honda
Honda Amaze V,5,6000,Petrol,Manual,First,19.5,1199,86.76,5,6.7,Honda
Audi A4 35,8,60000,Diesel,Automatic,First,17.11,1968,174.33,5,25,Audi
Volkswagen Vento Petrol,12,97320,Petrol,Automatic,First,14.4,1598,103.6,5,3.75,Volkswagen
Volkswagen Vento Diesel,12,99807,Diesel,Manual,First,20.54,1598,103.6,5,3.75,Volkswagen
Honda City 1.5,10,46000,Petrol,Manual,First,17,1497,118,5,5.1,Honda
Maruti Wagon R,13,12000,Petrol,Manual,First,22.5,998,67.04,5,2.45,Maruti
Skoda Superb 2.8,18,13002,Petrol,Automatic,First,9.3,2771,193.1,5,3.25,Skoda
Honda City i,9,26000,Diesel,Manual,First,26,1498,98.6,5,5.5,Honda
Maruti Wagon R,9,68365,CNG,Manual,First,26.6,998,58.16,5,3.77,Maruti
Mercedes-Benz M-Class ML,7,27833,Diesel,Automatic,First,0,2987,165,5,49.24,Mercedes-Benz
Maruti Alto 800,7,51639,Petrol,Manual,First,22.74,796,47.3,5,3.04,Maruti
Hyundai i20 Magna,8,21000,Petrol,Manual,First,18.6,1197,81.83,5,4.9,Hyundai
Ford Ecosport 1.5,10,90000,Diesel,Manual,First,22.7,1498,89.84,5,6.25,Ford
BMW 3 Series,8,36255,Diesel,Automatic,First,19.59,1995,184,5,33,BMW
BMW X5 xDrive,12,58000,Diesel,Automatic,Second,11.7,2993,245,5,27,BMW
Honda Amaze S,9,48997,Petrol,Manual,Second,18,1198,86.7,5,5.21,Honda
Ford EcoSport 1.5,9,31130,Petrol,Manual,First,15.85,1499,110.4,5,5.75,Ford
Jaguar XF 3.0,11,75668,Diesel,Automatic,First,14.74,2993,270.9,5,16.58,Jaguar
Toyota Corolla 1.8,8,12000,Petrol,Manual,First,14.53,1798,138,5,11,Toyota
Hyundai i10 Sportz,9,90000,Petrol,Manual,Second,20.36,1197,78.9,5,2.8,Hyundai
Mercedes-Benz New C-Class,4,17320,Diesel,Automatic,First,15.8,2148,170,5,37.99,Mercedes-Benz
Skoda Laura Ambiente,12,85000,Diesel,Manual,Second,20,1968,108.5,5,3.65,Skoda
Ford Endeavour 4x2,16,130000,Diesel,Manual,First,13.1,2499,141,7,6,Ford
Ford Figo Petrol,10,60328,Petrol,Manual,First,15.6,1196,70,5,4.54,Ford
Honda Amaze S,8,34327,Petrol,Manual,First,18,1198,86.7,5,5.4,Honda
Tata Indica Vista,9,75000,Diesel,Manual,First,19.1,1405,70,5,3.3,Tata
Volvo XC60 D4,11,86000,Diesel,Automatic,Second,14.7,1985,163,5,18.25,Volvo
Datsun Redi GO,6,12000,Petrol,Manual,First,22.7,799,53,5,3.1,Datsun
Hyundai EON Era,10,57759,Petrol,Manual,First,21.1,814,55.2,5,3.84,Hyundai
Maruti Alto 800,7,24300,Petrol,Manual,First,22.74,796,47.3,5,2.44,Maruti
Volkswagen Polo Petrol,12,66000,Petrol,Manual,Second,16.47,1198,73.9,5,3.6,Volkswagen
Hyundai i10 Asta,8,75915,Petrol,Manual,First,20.36,1197,78.9,5,3.9,Hyundai
Nissan Sunny 2011-2014,10,107000,Petrol,Manual,Second,16.95,1498,97.7,5,2.9,Nissan
Toyota Corolla Altis,15,86000,Petrol,Manual,Second,14.53,1798,138.1,5,3.5,Toyota
Hyundai Verna CRDi,14,160000,Diesel,Manual,Second,18.1,1493,110,5,3.5,Hyundai
Maruti Alto 800,4,3000,Petrol,Manual,First,24.7,796,47.3,5,3.5,Maruti
Hyundai i20 Sportz,8,72495,Diesel,Manual,First,21.9,1396,88.76,5,7,Hyundai
Hyundai Verna 1.6,7,33000,Diesel,Automatic,First,19.08,1582,126.2,5,8.7,Hyundai
Audi Q7 3.0,9,60000,Diesel,Automatic,First,12.07,2967,241.4,7,45,Audi
Tata Indica V2,7,80103,Diesel,Manual,First,25,1396,69,5,1.8,Tata
Chevrolet Spark 1.0,16,42100,Petrol,Manual,First,18,995,62,5,0.99,Chevrolet
Hyundai Grand i10,5,4500,Petrol,Manual,First,18.9,1197,81.86,5,4.8,Hyundai
Toyota Fortuner 4x4,9,97000,Diesel,Manual,First,12.55,2982,169,7,17.95,Toyota
Mahindra E Verito,7,50000,Electric,Automatic,First,18.13496094,72,41,5,13,Mahindra
Hyundai Grand i10,6,51223,Petrol,Manual,First,18.9,1197,81.86,5,5.66,Hyundai
Honda City 1.5,14,64000,Petrol,Manual,First,17,1497,118,5,3.1,Honda
Hyundai Elite i20,7,56911,Petrol,Manual,First,18.6,1197,81.86,5,6.54,Hyundai
Toyota Innova 2.5,8,147848,Diesel,Manual,First,12.8,2494,102,8,13.2,Toyota
Ford Mustang V8,5,21290,Petrol,Automatic,First,13,4951,395,4,56.8,Ford
Toyota Innova Crysta,4,14076,Diesel,Automatic,First,11.36,2755,171.5,7,19.4,Toyota
Maruti Zen Estilo,16,75180,Petrol,Manual,First,18.2,1061,64,5,1.65,Maruti
Maruti Swift ZDi,10,92000,Diesel,Manual,Second,22.9,1248,74,5,4.35,Maruti
Fiat Avventura MULTIJET,8,57266,Diesel,Manual,First,20.5,1248,91.72,5,6.5,Fiat
Maruti Zen Estilo,16,64000,Petrol,Manual,First,18.2,998,67.1,5,1.11,Maruti
Renault Duster 85PS,10,41000,Diesel,Manual,First,19.87,1461,83.8,5,5.5,Renault
Mitsubishi Pajero 2.8,11,45999,Diesel,Manual,First,10.5,2835,107.2,6,11,Mitsubishi
Maruti Celerio VXI,8,50000,Petrol,Automatic,First,23.1,998,67.04,5,3.9,Maruti
Tata Indica V2,10,70000,Diesel,Manual,First,17.88,1405,48.21,5,1.8,Tata
Hyundai Elite i20,7,37540,Petrol,Manual,First,18.6,1197,81.86,5,6.22,Hyundai
Maruti Celerio VXI,9,44000,Petrol,Automatic,First,23.1,998,67.04,5,4.3,Maruti
Hyundai Grand i10,6,22500,Petrol,Manual,First,18.9,1197,81.86,5,5.99,Hyundai
Hyundai i20 1.2,6,17431,Petrol,Manual,First,18.6,1197,81.83,5,6,Hyundai
Hyundai Verna 1.6,9,61566,Petrol,Manual,First,17.1,1591,121.3,5,5.85,Hyundai
Land Rover Freelander,9,61730,Diesel,Automatic,First,12.39,2179,147.51,5,19.94,Land
Maruti Swift VXI,14,68000,Petrol,Manual,First,16.1,1298,88.2,5,2.9,Maruti
Honda Amaze SX,9,29000,Petrol,Manual,First,18,1198,86.7,5,4.25,Honda
Toyota Corolla Altis,13,156210,Diesel,Manual,First,21.43,1364,87.2,5,5.99,Toyota
Honda Amaze S,10,46500,Diesel,Manual,First,27.4,1498,98.6,5,3.3,Honda
Audi A6 3.0,14,52830,Diesel,Automatic,Second,16.77,2967,241.38,5,8.08,Audi
Maruti Wagon R,6,39867,Petrol,Manual,First,22.5,998,67.04,5,4.5,Maruti
Honda Mobilio E,9,58972,Diesel,Manual,First,24.2,1498,98.6,7,6.5,Honda
Honda CR-V 2.4,17,66000,Petrol,Automatic,Second,10.1,2354,152,5,3.9,Honda
Hyundai Verna 1.6,10,52000,Petrol,Manual,First,17.1,1591,121.3,5,5.25,Hyundai
Hyundai Santa Fe,9,58000,Diesel,Automatic,First,11.72,2199,194.3,7,17,Hyundai
Hyundai i10 Sportz,11,58000,Petrol,Automatic,First,16.95,1197,78.9,5,3.5,Hyundai
Ford Fusion Plus,15,75000,Diesel,Manual,Second,17.7,1399,68,5,3,Ford
Hyundai i10 Sportz,8,41008,Petrol,Manual,Second,20.36,1197,78.9,5,4.87,Hyundai
Hyundai Xcent 1.1,9,65000,Diesel,Manual,First,24.4,1120,71,5,6,Hyundai
Skoda Superb Style,8,19000,Diesel,Automatic,First,18.19,1968,174.5,5,15.5,Skoda
Ford Fiesta 1.4,15,74000,Petrol,Manual,Second,16.6,1388,68,5,1.6,Ford
Maruti Baleno Zeta,6,33000,Petrol,Automatic,First,21.4,1197,83.1,5,7.25,Maruti
Skoda Laura 1.9,13,95000,Diesel,Manual,Second,17,1896,105,5,3.25,Skoda
Volkswagen Vento 1.5,11,34000,Diesel,Manual,First,20.64,1498,108.5,5,3.4,Volkswagen
Audi Q7 3.0,9,102865,Diesel,Automatic,First,12.07,2967,241.4,7,30.5,Audi
Hyundai Verna VTVT,7,52378,Petrol,Manual,First,17,1591,121.3,5,7.97,Hyundai
Mercedes-Benz New C-Class,11,38000,Diesel,Automatic,First,14.84,2143,170,5,13.51,Mercedes-Benz
Honda Amaze S,8,60334,Diesel,Manual,First,25.8,1498,98.6,5,5.43,Honda
Ford Fiesta 1.4,13,107000,Petrol,Manual,First,16.6,1388,68,5,2.6,Ford
Hyundai i20 Magna,10,445000,Petrol,Manual,First,18.5,1197,82.9,5,4.45,Hyundai
Maruti Alto 800,6,2196,Petrol,Manual,First,22.74,796,47.3,5,2.75,Maruti
BMW 5 Series,13,24000,Petrol,Automatic,First,10.6,2996,258,5,8.75,BMW
Fiat Grande Punto,8,44846,Petrol,Manual,Second,14.6,1368,88.7,5,5.41,Fiat
Maruti Dzire AMT,5,64035,Diesel,Automatic,First,28.4,1248,73.75,5,8.55,Maruti
Mahindra XUV500 W6,9,45600,Diesel,Manual,First,15.1,2179,140,7,8.25,Mahindra
Volvo XC90 2007-2015,9,102001,Diesel,Automatic,First,11.1,2400,200,7,23.58,Volvo
Hyundai i10 Sportz,9,47439,Petrol,Manual,First,20.36,1197,78.9,5,4.49,Hyundai
Toyota Fortuner 3.0,13,193254,Diesel,Manual,First,11.5,2982,171,7,12.99,Toyota
Tata Nano XTA,7,29000,Petrol,Automatic,First,21.9,624,37.48,4,2.8,Tata
Renault Lodgy 110PS,7,51681,Diesel,Manual,First,19.98,1461,108.5,8,8.43,Renault
Audi Q7 3.0,8,50000,Diesel,Automatic,First,12.07,2967,241.4,7,47.5,Audi
Honda City i,7,42666,Petrol,Automatic,First,18,1497,117.3,5,8.95,Honda
Renault Duster 110PS,10,65000,Diesel,Manual,Second,19.01,1461,108.45,5,5.5,Renault
Honda Amaze S,9,18776,Petrol,Manual,First,17.8,1198,86.7,5,4.75,Honda
Honda Amaze S,7,6714,Petrol,Manual,First,18,1198,86.7,5,4.75,Honda
BMW 3 Series,14,40000,Petrol,Automatic,Second,12.05,1995,154,5,9.5,BMW
Maruti Ritz LDi,12,88539,Diesel,Manual,First,23.2,1248,73.94,5,3.77,Maruti
Honda City 1.5,11,65055,Petrol,Manual,Second,17,1497,118,5,4.25,Honda
BMW 3 Series,9,23000,Diesel,Automatic,First,18.88,1995,184,5,19.9,BMW
Volkswagen Jetta 2007-2011,14,60000,Diesel,Manual,First,15,1896,105,5,4,Volkswagen
Maruti Swift Dzire,10,59350,Petrol,Manual,First,19.1,1197,85.8,5,4.16,Maruti
Jaguar XF 2.2,8,19000,Diesel,Automatic,Second,16.36,2179,187.7,5,38,Jaguar
Hyundai Xcent 1.2,7,45560,Petrol,Automatic,First,16.9,1197,82,5,6.34,Hyundai
Toyota Innova 2.5,14,118000,Diesel,Manual,First,12.8,2494,102,8,4.5,Toyota
Maruti Eeco 7,7,55000,Petrol,Manual,First,15.1,1196,73,7,3.75,Maruti
Audi A4 New,11,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.2,Audi
Toyota Innova 2.5,16,145000,Diesel,Manual,First,12.8,2494,102,8,5,Toyota
Maruti Grand Vitara,15,46810,Petrol,Manual,First,9.8,1995,163.5,5,3.95,Maruti
Volkswagen Vento 1.5,7,62767,Diesel,Manual,First,20.34,1498,103.2,5,9.75,Volkswagen
Hyundai Elite i20,5,18553,Petrol,Manual,First,18.6,1197,81.86,5,7.93,Hyundai
Ford Fiesta Classic,12,143143,Diesel,Manual,First,17.8,1399,67,5,2.1,Ford
Mitsubishi Pajero Sport,8,53497,Diesel,Manual,First,13.5,2477,175.56,7,16.42,Mitsubishi
Hyundai Santa Fe,12,148000,Diesel,Manual,Second,14.66,2199,194.3,7,8.9,Hyundai
Mahindra XUV500 W8,11,95000,Diesel,Manual,First,15.1,2179,140,7,7.21,Mahindra
Toyota Innova 2.5,8,100000,Diesel,Manual,First,12.8,2494,102,8,13.5,Toyota
Mercedes-Benz GLE 350d,7,29000,Diesel,Automatic,First,11.57,2987,254.79,5,65,Mercedes-Benz
Mahindra Scorpio 2009-2014,9,87000,Diesel,Manual,First,12.05,2179,120,7,7.4,Mahindra
Honda City 1.5,9,56838,Petrol,Automatic,First,16.8,1497,118,5,5.15,Honda
Mercedes-Benz GL-Class 2007,10,100000,Diesel,Automatic,First,12,2987,224,7,32,Mercedes-Benz
Honda City 1.5,12,125000,Petrol,Manual,First,17,1497,118,5,3.25,Honda
Maruti Wagon R,6,17000,Petrol,Automatic,First,22.5,998,67,5,3.95,Maruti
Tata Indigo eCS,10,70000,Petrol,Manual,Second,15.4,1193,65,5,1.5,Tata
Hyundai i20 2015-2017,13,50000,Petrol,Manual,Second,17,1197,80,5,3,Hyundai
Honda Jazz Active,13,39800,Petrol,Manual,First,16,1198,90,5,1.99,Honda
Maruti A-Star Lxi,13,60000,Petrol,Manual,First,19,998,66.1,5,1.35,Maruti
BMW 3 Series,14,58000,Diesel,Automatic,First,16.07,1995,181,5,13.5,BMW
Skoda Yeti Elegance,13,110009,Diesel,Manual,First,17.67,1968,138.08,5,6.99,Skoda
Nissan Terrano XV,10,85000,Diesel,Manual,First,19.01,1461,108.5,5,8.5,Nissan
Volkswagen Polo Diesel,13,84000,Diesel,Manual,Second,22.07,1199,73.9,5,2.89,Volkswagen
BMW 3 Series,12,51000,Diesel,Automatic,First,22.69,1995,190,5,10.5,BMW
Nissan Sunny 2011-2014,10,68880,Petrol,Manual,First,16.95,1498,97.7,5,3.97,Nissan
Maruti Alto K10,6,5500,Petrol,Automatic,First,24.07,998,67.1,5,4.25,Maruti
Maruti Ritz ZXI,7,40052,Petrol,Manual,First,21.1,1197,85.8,5,6.17,Maruti
Audi Q5 30,7,47293,Diesel,Automatic,First,14.16,1968,174.3,5,38.72,Audi
Hyundai Verna CRDi,10,79663,Diesel,Manual,First,16.8,1493,110,5,6.5,Hyundai
Honda Amaze S,10,63000,Diesel,Manual,Second,25.8,1498,98.6,5,4.25,Honda
Honda City i,9,45000,Diesel,Manual,First,26,1498,98.6,5,4.75,Honda
Toyota Fortuner TRD,9,56501,Diesel,Automatic,First,12.9,2755,174.5,7,17.71,Toyota
Volkswagen Vento 1.5,8,58000,Diesel,Manual,First,20.34,1498,103.2,5,5.85,Volkswagen
BMW 5 Series,12,51602,Diesel,Automatic,First,22.48,1995,190,5,17.27,BMW
BMW 3 Series,16,74199,Diesel,Automatic,First,16.07,1995,181,5,9.25,BMW
Hyundai Creta 1.6,6,25000,Petrol,Automatic,First,13,1591,121.3,5,12.75,Hyundai
BMW 3 Series,7,70000,Diesel,Automatic,Second,21.76,1995,190,5,27,BMW
Mercedes-Benz New C-Class,10,25000,Diesel,Automatic,Second,14.84,2143,167.62,5,21,Mercedes-Benz
Maruti Swift Dzire,6,22000,Diesel,Manual,First,26.59,1248,74,5,7.95,Maruti
Maruti Celerio ZXI,8,47020,Petrol,Manual,Second,23.1,998,67.04,5,4.5,Maruti
BMW 3 Series,6,8000,Diesel,Automatic,First,19.59,1995,187.74,5,33.75,BMW
Audi Q7 4.2,13,73000,Diesel,Automatic,First,11.33,4134,335.2,7,17.51,Audi
Honda Jazz V,6,36973,Petrol,Manual,First,18.2,1199,88.7,5,6.8,Honda
Tata Nano Cx,9,42083,Petrol,Manual,First,25.4,624,37.48,4,1.68,Tata
Maruti Alto 800,7,61000,Petrol,Manual,First,24.7,796,47.3,5,2.9,Maruti
Maruti Wagon R,9,43628,Petrol,Manual,First,22.5,998,67.04,5,3.16,Maruti
Hyundai Xcent 1.1,9,60000,Diesel,Manual,First,24.4,1120,71,5,3.9,Hyundai
Chevrolet Beat LT,13,54000,Petrol,Manual,Second,17.8,1199,76.8,5,1.95,Chevrolet
Jaguar XF 2.2,8,27001,Diesel,Automatic,First,16.36,2179,187.7,5,26.52,Jaguar
Volkswagen Passat Diesel,13,52000,Diesel,Automatic,First,18.33,1968,167.7,5,9,Volkswagen
Hyundai i20 Asta,11,80000,Diesel,Manual,First,21.27,1396,88.76,5,4.5,Hyundai
Mitsubishi Pajero 2.8,15,160000,Diesel,Manual,First,10.5,2835,107.2,6,8.75,Mitsubishi
Maruti Vitara Brezza,5,3300,Diesel,Automatic,First,24.3,1248,88.5,5,11.5,Maruti
Maruti Alto K10,7,35027,Petrol,Manual,First,24.07,998,67.1,5,3,Maruti
Hyundai EON Magna,8,26568,Petrol,Manual,First,21.1,814,55.2,5,3.79,Hyundai
Maruti Ciaz VDi,8,59000,Diesel,Manual,First,28.09,1248,88.5,5,6,Maruti
Hyundai Creta 1.6,7,51000,Diesel,Manual,First,19.67,1582,126.2,5,13.25,Hyundai
Skoda Superb Ambition,11,56400,Diesel,Automatic,First,17.2,1968,138.1,5,8,Skoda
Volkswagen Polo 1.5,8,80000,Diesel,Manual,First,20.14,1498,88.8,5,5.8,Volkswagen
BMW 5 Series,11,72000,Diesel,Automatic,Third,18.48,1621.27645,113.2530497,5.278735151,13.85,BMW
Toyota Innova 2.5,10,107000,Diesel,Manual,Second,12.99,2494,100.6,7,13.5,Toyota
Mercedes-Benz E-Class 2009-2013,9,100000,Diesel,Automatic,First,14.21,2143,203,5,25,Mercedes-Benz
Volkswagen Polo 1.5,7,59998,Diesel,Manual,First,20.14,1498,88.8,5,5.49,Volkswagen
Audi Q3 2.0,10,105000,Diesel,Automatic,First,17.32,1968,150,5,19,Audi
Hyundai i20 1.2,12,36000,Petrol,Manual,First,18.5,1197,80,5,2.5,Hyundai
Hyundai i10 Sportz,8,24350,Petrol,Manual,Second,19.81,1086,68.05,5,3,Hyundai
Tata Tigor 1.05,5,28973,Diesel,Manual,First,24.7,1047,69,5,6.64,Tata
Hyundai EON Era,6,8243,Petrol,Manual,First,21.1,814,55.2,5,3.21,Hyundai
Hyundai Santro Xing,14,136642,Petrol,Manual,Second,17.92,1086,62.1,5,1.55,Hyundai
Hyundai Santro Xing,12,60000,Petrol,Manual,First,17.92,1086,62.1,5,2.59,Hyundai
Mahindra Scorpio SLX,15,100000,Diesel,Manual,Second,12.7,2609,120,8,4,Mahindra
Honda City i-VTEC,13,48689,Petrol,Manual,First,17.4,1497,117.3,5,3.87,Honda
